1 , E ,0.069172 , 0.665890, 0.264661,0.000142
1 , H ,0.903529 , 0.719137, 0.002716,0.000143
1 , Q ,0.321343 , 0.701153, 0.110480,0.001022
1 , F ,0.846445 , 0.783690, 0.005571,0.000115
1 , Y ,0.683807 , 0.777530, 0.017110,0.000142
1 , C ,0.967224 , 0.866819, 0.003052,0.000184
1 , N ,0.379093 , 0.579641, 0.066535,0.000406
1 , K ,0.908247 , 0.852664, 0.004456,0.000090
1 , D ,0.904116 , 0.748889, 0.003103,0.000135
2 , E ,0.926731 , 0.827207, 0.003549,0.000220
2 , H ,0.731821 , 0.721605, 0.010289,0.000072
2 , Q ,0.910194 , 0.891937, 0.005141,0.000295
2 , F ,0.713844 , 0.975860, 0.023875,0.000125
2 , Y ,0.683331 , 0.725948, 0.014624,0.000197
2 , C ,0.796091 , 1.093258, 0.019295,0.000050
2 , N ,0.668665 , 0.662975, 0.013198,0.000492
2 , K ,0.730396 , 0.598955, 0.006421,0.000156
2 , D ,0.809177 , 0.832727, 0.008603,0.000751
3 , E ,0.830063 , 0.117868, 0.000132,0.000682
3 , H ,0.257120 , 0.677665, 0.141517,0.000097
3 , Q ,0.581543 , 0.028291, 0.000811,0.000029
3 , F ,0.470985 , 1.057275, 0.091768,0.000117
3 , Y ,0.118841 , 0.629117, 0.223141,0.000187
3 , C ,0.251874 , 0.914831, 0.182259,0.000063
3 , N ,0.280322 , 0.820380, 0.149128,0.000383
3 , K ,0.641518 , 0.043863, 0.000503,0.000139
3 , D ,0.368854 , 0.707947, 0.090625,0.000634
4 , E ,0.595865 , 0.719714, 0.025696,0.000451
4 , H ,0.930694 , 0.803479, 0.003120,0.000383
4 , Q ,0.582635 , 0.731339, 0.028859,0.000125
4 , F ,0.818932 , 0.947070, 0.011284,0.000200
4 , Y ,0.802560 , 0.676579, 0.005121,0.000119
4 , C ,0.933938 , 0.880975, 0.004080,0.000110
4 , N ,0.815664 , 0.755013, 0.006197,0.000296
4 , K ,0.665314 , 0.698892, 0.015125,0.000177
4 , D ,0.652673 , 0.648678, 0.013940,0.000439
5 , E ,0.732476 , 0.333352, 0.001590,0.000269
5 , H ,0.265834 , 0.899281, 0.172175,0.000073
5 , Q ,0.732256 , 0.377664, 0.002080,0.000293
5 , F ,0.685542 , 0.875251, 0.022348,0.000108
5 , Y ,0.162705 , 1.023926, 0.250781,0.000216
5 , C ,0.324101 , 1.070836, 0.160904,0.000108
5 , N ,0.308812 , 0.891301, 0.146247,0.000015
5 , K ,0.831023 , 0.185131, 0.000223,0.000113
5 , D ,0.289173 , 0.980959, 0.166680,0.000329
6 , E ,0.683815 , 0.521441, 0.006642,0.000268
6 , H ,0.673855 , 0.741394, 0.016177,0.000197
6 , Q ,0.676321 , 0.620646, 0.010580,0.000169
6 , F ,0.429520 , 0.748927, 0.071383,0.000507
6 , Y ,0.431521 , 0.693733, 0.063480,0.000277
6 , C ,0.566709 , 0.785378, 0.036215,0.000046
6 , N ,0.541577 , 0.854203, 0.047599,0.000429
6 , K ,0.632799 , 0.355590, 0.004416,0.000359
6 , D ,0.555762 , 0.640074, 0.026264,0.000081
7 , E ,0.793704 , 0.912311, 0.012298,0.000185
7 , H ,0.883968 , 0.781723, 0.004121,0.000101
7 , Q ,0.721723 , 0.837631, 0.015867,0.000140
7 , F ,0.808111 , 0.910719, 0.010994,0.000271
7 , Y ,0.818014 , 0.808616, 0.007487,0.000121
7 , C ,0.797896 , 0.831984, 0.009356,0.000072
7 , N ,0.781701 , 0.837842, 0.010679,0.000091
7 , K ,0.917429 , 0.928014, 0.005501,0.000122
7 , D ,0.858206 , 0.791945, 0.005185,0.000249
8 , E ,0.380995 , 1.336606, 0.157475,0.003339
8 , H ,1.219186 , 0.455612, 0.000035,0.000216
8 , Q ,0.396761 , 0.963126, 0.112662,0.000339
8 , F ,0.953822 , 0.173788, 0.000063,0.001754
8 , Y ,1.135508 , 0.421836, 0.000061,0.000220
8 , C ,0.742105 , 0.363876, 0.001780,0.000834
8 , N ,1.216543 , 0.451881, 0.000035,0.000210
8 , K ,0.331269 , 0.924334, 0.137080,0.001610
8 , D ,1.559150 , 0.260322, 0.000000,0.000303
9 , E ,0.140283 , -0.115496, 0.020285,0.004217
9 , H ,-0.216258 , 0.238226, 0.432281,0.000152
9 , Q ,0.281208 , -0.106792, 0.005633,0.000637
9 , F ,0.411714 , 0.642382, 0.064013,0.000797
9 , Y ,-13765.091026 , -16129.081650, 0.475410,0.072612
9 , C ,-12306.681373 , -14402.583097, 0.605150,0.038442
9 , N ,-14528.620357 , -16922.156774, 0.428571,0.076076
9 , K ,0.944016 , 0.003081, 0.000017,0.000683
9 , D ,-0.049833 , 0.364492, 0.306933,0.000821
10 , E ,0.722815 , 0.834646, 0.015827,0.000487
10 , H ,0.860229 , 0.764411, 0.004649,0.000053
10 , Q ,0.757740 , 0.960485, 0.017446,0.000103
10 , F ,0.583445 , 0.794206, 0.033124,0.000236
10 , Y ,0.684636 , 0.702061, 0.013457,0.000138
10 , C ,0.744989 , 0.766971, 0.010832,0.000034
10 , N ,0.716007 , 0.736208, 0.012096,0.000111
10 , K ,0.651507 , 0.593900, 0.011340,0.000652
10 , D ,0.862368 , 0.663996, 0.002986,0.000424
11 , E ,0.583646 , 0.489355, 0.012769,0.000965
11 , H ,0.706719 , 0.617643, 0.008332,0.000028
11 , Q ,0.788777 , 0.500871, 0.002474,0.000484
11 , F ,0.442441 , 0.556230, 0.042587,0.000271
11 , Y ,0.718833 , 0.761025, 0.012531,0.000469
11 , C ,0.779647 , 0.996603, 0.016844,0.000162
11 , N ,0.451357 , 0.648538, 0.050911,0.000541
11 , K ,0.571869 , 0.388991, 0.008747,0.001111
11 , D ,0.609073 , 0.675877, 0.020957,0.000821
12 , E ,0.836824 , 0.778169, 0.005824,0.000249
12 , H ,0.890655 , 0.774242, 0.003795,0.000027
12 , Q ,0.581135 , 0.452470, 0.010984,0.000367
12 , F ,0.727144 , 0.872855, 0.016843,0.000103
12 , Y ,0.610253 , 0.633165, 0.017925,0.000428
12 , C ,0.768320 , 0.865829, 0.012728,0.000498
12 , N ,0.430343 , 0.551817, 0.045241,0.000744
12 , K ,0.711143 , 0.508018, 0.004979,0.000359
12 , D ,0.693734 , 0.698493, 0.012367,0.000573
13 , E ,0.818974 , 0.527640, 0.002224,0.000247
13 , H ,0.506863 , 0.752294, 0.047313,0.000181
13 , Q ,0.578274 , 0.323886, 0.005981,0.000718
13 , F ,0.648953 , 0.956414, 0.033435,0.000670
13 , Y ,0.368563 , 0.686412, 0.086610,0.000190
13 , C ,0.553937 , 1.088240, 0.065797,0.000525
13 , N ,0.363898 , 0.610348, 0.076325,0.000106
13 , K ,0.866783 , 0.477275, 0.001106,0.000184
13 , D ,0.372283 , 0.659260, 0.080962,0.000443
14 , E ,0.640320 , 0.354254, 0.004121,0.000786
14 , H ,0.377364 , 0.704278, 0.085329,0.000230
14 , Q ,0.507695 , 0.305878, 0.009932,0.000719
14 , F ,0.308204 , 0.730555, 0.122197,0.000267
14 , Y ,0.187413 , 0.655001, 0.180143,0.000039
14 , C ,0.445537 , 0.836329, 0.076127,0.000067
14 , N ,0.133026 , 0.504049, 0.186028,0.000146
14 , K ,0.498775 , 0.185999, 0.005413,0.001045
14 , D ,0.497231 , 0.744372, 0.050013,0.001176
15 , E ,0.175893 , 0.655761, 0.183293,0.000558
15 , H ,0.643546 , 0.275011, 0.002423,0.000762
15 , Q ,0.107462 , 0.435057, 0.182536,0.000215
15 , F ,0.838895 , 0.523084, 0.001795,0.000168
15 , Y ,0.450118 , 0.269660, 0.013094,0.000177
15 , C ,0.812394 , 0.484386, 0.001847,0.000719
15 , N ,0.691938 , 0.504283, 0.005563,0.000654
15 , K ,0.176925 , 0.386340, 0.128684,0.002160
15 , D ,0.586438 , 0.232858, 0.003160,0.000689
16 , E ,0.554824 , 0.313542, 0.006927,0.001075
16 , H ,0.978388 , 0.789567, 0.001996,0.000332
16 , Q ,0.651610 , 0.496355, 0.007681,0.000253
