1 , E ,0.222759 , 1.354048, 0.263672,0.000015
1 , H ,1.267168 , 0.991361, 0.001425,0.000137
1 , Q ,0.633797 , 1.207780, 0.068240,0.000108
1 , F ,1.018816 , 0.992963, 0.006833,0.000164
1 , Y ,1.196669 , 1.299260, 0.005320,0.000203
1 , C ,1.088368 , 1.030209, 0.004972,0.000312
1 , N ,0.844173 , 1.236075, 0.029084,0.000058
1 , K ,0.825125 , 0.683531, 0.008985,0.000701
1 , D ,1.160502 , 0.980737, 0.002772,0.000138
2 , E ,1.082742 , 0.963950, 0.004271,0.000301
2 , H ,1.052326 , 0.981830, 0.005449,0.000058
2 , Q ,1.085546 , 1.016966, 0.004892,0.000108
2 , F ,0.876015 , 1.124528, 0.020622,0.000478
2 , Y ,0.943213 , 1.043668, 0.012002,0.000073
2 , C ,0.740602 , 1.006886, 0.032222,0.000253
2 , N ,1.039789 , 1.020093, 0.006553,0.000126
2 , K ,1.264148 , 0.997386, 0.001478,0.000276
2 , D ,0.971754 , 0.905373, 0.007184,0.000372
3 , E ,1.119397 , 0.335416, 0.000221,0.000047
3 , H ,0.596189 , 1.125573, 0.072728,0.000062
3 , Q ,0.954289 , 0.259420, 0.000530,0.000356
3 , F ,0.566830 , 1.254609, 0.093295,0.000507
3 , Y ,0.423715 , 1.273661, 0.151033,0.000751
3 , C ,0.368454 , 1.197107, 0.168071,0.000094
3 , N ,0.556221 , 1.370733, 0.106370,0.000007
3 , K ,1.196673 , 0.147392, 0.000039,0.000101
3 , D ,0.629992 , 1.218550, 0.070325,0.000177
4 , E ,0.780182 , 1.032823, 0.027649,0.000165
4 , H ,1.196935 , 0.933779, 0.001868,0.000080
4 , Q ,0.897055 , 1.137480, 0.018808,0.000083
4 , F ,0.901281 , 1.017514, 0.014334,0.000082
4 , Y ,1.078625 , 0.860620, 0.003136,0.000089
4 , C ,1.066726 , 1.002849, 0.005311,0.000268
4 , N ,0.913678 , 0.780299, 0.007043,0.000251
4 , K ,0.983835 , 0.959687, 0.007778,0.000413
4 , D ,0.986518 , 0.813863, 0.004909,0.000375
5 , E ,1.169373 , 0.515672, 0.000390,0.000046
5 , H ,0.354273 , 1.263391, 0.182127,0.000117
5 , Q ,1.179444 , 0.517163, 0.000364,0.000027
5 , F ,0.767623 , 1.036540, 0.029644,0.000058
5 , Y ,0.131054 , 1.157432, 0.301579,0.000060
5 , C ,0.304386 , 1.167020, 0.197946,0.000090
