aa,L,Pi,DegPi,Pmax,DegPmax,Freq,GeneId,Codon1
E,1,8.194291e-01,1,8.194291e-01,1,42,151,0
E,1,8.194291e-01,1,8.194291e-01,1,42,295,0
E,1,8.194291e-01,1,8.194291e-01,1,42,322,0
E,1,8.194291e-01,1,8.194291e-01,1,42,438,0
E,1,8.194291e-01,1,8.194291e-01,1,42,567,0
E,1,8.194291e-01,1,8.194291e-01,1,42,626,0
E,1,8.194291e-01,1,8.194291e-01,1,42,638,0
E,1,8.194291e-01,1,8.194291e-01,1,42,816,0
E,1,8.194291e-01,1,8.194291e-01,1,42,831,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1023,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1113,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1197,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1211,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1478,0
E,1,1.805709e-01,1,8.194291e-01,1,3,1519,1
E,1,8.194291e-01,1,8.194291e-01,1,42,1533,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1642,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1664,0
E,1,1.805709e-01,1,8.194291e-01,1,3,1710,1
E,1,8.194291e-01,1,8.194291e-01,1,42,1714,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1739,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1776,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1837,0
E,1,8.194291e-01,1,8.194291e-01,1,42,1853,0
E,1,8.194291e-01,1,8.194291e-01,1,42,2257,0
E,1,8.194291e-01,1,8.194291e-01,1,42,2410,0
E,1,8.194291e-01,1,8.194291e-01,1,42,2467,0
E,1,8.194291e-01,1,8.194291e-01,1,42,2618,0
E,1,8.194291e-01,1,8.194291e-01,1,42,2829,0
E,1,8.194291e-01,1,8.194291e-01,1,42,2841,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3000,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3183,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3244,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3283,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3336,0
E,1,1.805709e-01,1,8.194291e-01,1,3,3416,1
E,1,8.194291e-01,1,8.194291e-01,1,42,3508,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3571,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3713,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3725,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3822,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3885,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3890,0
E,1,8.194291e-01,1,8.194291e-01,1,42,3916,0
E,1,8.194291e-01,1,8.194291e-01,1,42,4103,0
E,2,6.714640e-01,1,6.714640e-01,1,45,66,0
E,2,6.714640e-01,1,6.714640e-01,1,45,84,0
E,2,3.260586e-02,1,6.714640e-01,1,5,102,2
E,2,6.714640e-01,1,6.714640e-01,1,45,104,0
E,2,6.714640e-01,1,6.714640e-01,1,45,127,0
E,2,2.959301e-01,1,6.714640e-01,1,21,197,1
E,2,2.959301e-01,1,6.714640e-01,1,21,423,1
E,2,6.714640e-01,1,6.714640e-01,1,45,427,0
E,2,2.959301e-01,1,6.714640e-01,1,21,436,1
E,2,3.260586e-02,1,6.714640e-01,1,5,497,2
E,2,6.714640e-01,1,6.714640e-01,1,45,509,0
E,2,6.714640e-01,1,6.714640e-01,1,45,552,0
E,2,2.959301e-01,1,6.714640e-01,1,21,593,1
E,2,6.714640e-01,1,6.714640e-01,1,45,632,0
E,2,6.714640e-01,1,6.714640e-01,1,45,817,0
E,2,6.714640e-01,1,6.714640e-01,1,45,846,0
E,2,6.714640e-01,1,6.714640e-01,1,45,852,0
E,2,6.714640e-01,1,6.714640e-01,1,45,974,0
E,2,2.959301e-01,1,6.714640e-01,1,21,981,1
E,2,2.959301e-01,1,6.714640e-01,1,21,1015,1
E,2,2.959301e-01,1,6.714640e-01,1,21,1077,1
E,2,3.260586e-02,1,6.714640e-01,1,5,1126,2
E,2,6.714640e-01,1,6.714640e-01,1,45,1150,0
E,2,2.959301e-01,1,6.714640e-01,1,21,1208,1
E,2,6.714640e-01,1,6.714640e-01,1,45,1216,0
E,2,2.959301e-01,1,6.714640e-01,1,21,1225,1
E,2,6.714640e-01,1,6.714640e-01,1,45,1379,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1428,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1476,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1481,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1540,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1582,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1594,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1659,0
E,2,2.959301e-01,1,6.714640e-01,1,21,1824,1
E,2,6.714640e-01,1,6.714640e-01,1,45,1849,0
E,2,6.714640e-01,1,6.714640e-01,1,45,1870,0
E,2,2.959301e-01,1,6.714640e-01,1,21,1917,1
E,2,6.714640e-01,1,6.714640e-01,1,45,2124,0
E,2,2.959301e-01,1,6.714640e-01,1,21,2134,1
E,2,3.260586e-02,1,6.714640e-01,1,5,2199,2
E,2,6.714640e-01,1,6.714640e-01,1,45,2211,0
E,2,2.959301e-01,1,6.714640e-01,1,21,2229,1
E,2,6.714640e-01,1,6.714640e-01,1,45,2230,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2394,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2407,0
E,2,3.260586e-02,1,6.714640e-01,1,5,2423,2
E,2,2.959301e-01,1,6.714640e-01,1,21,2462,1
E,2,6.714640e-01,1,6.714640e-01,1,45,2533,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2564,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2637,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2640,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2709,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2720,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2808,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2928,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2946,0
E,2,6.714640e-01,1,6.714640e-01,1,45,2947,0
E,2,6.714640e-01,1,6.714640e-01,1,45,3219,0
E,2,6.714640e-01,1,6.714640e-01,1,45,3246,0
E,2,2.959301e-01,1,6.714640e-01,1,21,3279,1
E,2,2.959301e-01,1,6.714640e-01,1,21,3375,1
E,2,2.959301e-01,1,6.714640e-01,1,21,3470,1
E,2,6.714640e-01,1,6.714640e-01,1,45,3527,0
E,2,6.714640e-01,1,6.714640e-01,1,45,3612,0
E,2,2.959301e-01,1,6.714640e-01,1,21,3653,1
E,2,2.959301e-01,1,6.714640e-01,1,21,3694,1
E,2,6.714640e-01,1,6.714640e-01,1,45,3863,0
E,2,2.959301e-01,1,6.714640e-01,1,21,4035,1
E,2,2.959301e-01,1,6.714640e-01,1,21,4117,1
E,2,6.714640e-01,1,6.714640e-01,1,45,4142,0
E,3,5.502171e-01,1,5.502171e-01,1,42,7,0
E,3,5.502171e-01,1,5.502171e-01,1,42,41,0
E,3,5.887671e-03,1,5.502171e-01,1,1,71,3
E,3,3.637406e-01,1,5.502171e-01,1,23,101,1
E,3,5.502171e-01,1,5.502171e-01,1,42,106,0
E,3,5.502171e-01,1,5.502171e-01,1,42,121,0
E,3,3.637406e-01,1,5.502171e-01,1,23,298,1
E,3,5.502171e-01,1,5.502171e-01,1,42,325,0
E,3,5.502171e-01,1,5.502171e-01,1,42,379,0
E,3,5.502171e-01,1,5.502171e-01,1,42,405,0
E,3,5.502171e-01,1,5.502171e-01,1,42,448,0
E,3,5.502171e-01,1,5.502171e-01,1,42,498,0
E,3,3.637406e-01,1,5.502171e-01,1,23,517,1
E,3,5.502171e-01,1,5.502171e-01,1,42,548,0
E,3,3.637406e-01,1,5.502171e-01,1,23,618,1
E,3,5.502171e-01,1,5.502171e-01,1,42,629,0
E,3,3.637406e-01,1,5.502171e-01,1,23,762,1
E,3,5.502171e-01,1,5.502171e-01,1,42,825,0
E,3,3.637406e-01,1,5.502171e-01,1,23,862,1
E,3,5.502171e-01,1,5.502171e-01,1,42,868,0
E,3,5.502171e-01,1,5.502171e-01,1,42,952,0
E,3,5.502171e-01,1,5.502171e-01,1,42,960,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1004,0
E,3,3.637406e-01,1,5.502171e-01,1,23,1014,1
E,3,5.502171e-01,1,5.502171e-01,1,42,1081,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1090,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1201,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1219,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1387,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1505,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1525,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1711,0
E,3,5.502171e-01,1,5.502171e-01,1,42,1788,0
E,3,8.015457e-02,1,5.502171e-01,1,3,1852,2
E,3,5.502171e-01,1,5.502171e-01,1,42,1946,0
E,3,3.637406e-01,1,5.502171e-01,1,23,2056,1
E,3,5.502171e-01,1,5.502171e-01,1,42,2093,0
E,3,3.637406e-01,1,5.502171e-01,1,23,2148,1
E,3,3.637406e-01,1,5.502171e-01,1,23,2201,1
E,3,5.502171e-01,1,5.502171e-01,1,42,2203,0
E,3,5.502171e-01,1,5.502171e-01,1,42,2323,0
E,3,5.502171e-01,1,5.502171e-01,1,42,2356,0
E,3,3.637406e-01,1,5.502171e-01,1,23,2373,1
E,3,8.015457e-02,1,5.502171e-01,1,3,2485,2
E,3,5.502171e-01,1,5.502171e-01,1,42,2602,0
E,3,3.637406e-01,1,5.502171e-01,1,23,2726,1
E,3,5.502171e-01,1,5.502171e-01,1,42,2821,0
E,3,8.015457e-02,1,5.502171e-01,1,3,2874,2
E,3,5.502171e-01,1,5.502171e-01,1,42,2909,0
E,3,3.637406e-01,1,5.502171e-01,1,23,2951,1
E,3,5.502171e-01,1,5.502171e-01,1,42,2960,0
E,3,3.637406e-01,1,5.502171e-01,1,23,3048,1
E,3,5.502171e-01,1,5.502171e-01,1,42,3193,0
E,3,3.637406e-01,1,5.502171e-01,1,23,3223,1
E,3,3.637406e-01,1,5.502171e-01,1,23,3353,1
E,3,3.637406e-01,1,5.502171e-01,1,23,3396,1
E,3,5.502171e-01,1,5.502171e-01,1,42,3541,0
E,3,5.502171e-01,1,5.502171e-01,1,42,3649,0
E,3,5.502171e-01,1,5.502171e-01,1,42,3651,0
E,3,3.637406e-01,1,5.502171e-01,1,23,3666,1
E,3,5.502171e-01,1,5.502171e-01,1,42,3723,0
E,3,3.637406e-01,1,5.502171e-01,1,23,3730,1
E,3,3.637406e-01,1,5.502171e-01,1,23,3802,1
E,3,3.637406e-01,1,5.502171e-01,1,23,3803,1
E,3,5.502171e-01,1,5.502171e-01,1,42,3848,0
E,3,3.637406e-01,1,5.502171e-01,1,23,4011,1
E,3,3.637406e-01,1,5.502171e-01,1,23,4026,1
E,3,5.502171e-01,1,5.502171e-01,1,42,4184,0
E,3,5.502171e-01,1,5.502171e-01,1,42,4234,0
E,4,1.929811e-02,1,4.508639e-01,1,4,150,3
E,4,3.974129e-01,1,4.508639e-01,1,30,338,1
E,4,3.974129e-01,1,4.508639e-01,1,30,458,1
E,4,1.313620e-01,1,4.508639e-01,1,13,460,2
E,4,4.508639e-01,1,4.508639e-01,1,26,461,0
E,4,4.508639e-01,1,4.508639e-01,1,26,472,0
E,4,4.508639e-01,1,4.508639e-01,1,26,528,0
E,4,4.508639e-01,1,4.508639e-01,1,26,533,0
