4.410000000000000000e+02,4.530999999999999472e-01,2.161747692158887471e-02
3.020000000000000000e+02,5.275938749999999899e-01,9.334711782455732895e-03
2.550000000000000000e+02,5.385734374999999741e-01,4.860716294238827916e-03
3.000000000000000000e+02,5.817457500000000614e-01,4.354084448483706848e-02
6.000000000000000000e+00,5.827227499999999560e-01,4.732874707401580477e-02
3.800000000000000000e+02,5.910344375000000650e-01,4.493331006329560617e-01
3.010000000000000000e+02,6.215043749999999978e-01,4.883666167082570918e-03
4.400000000000000000e+02,6.381033750000000282e-01,3.009739199444498234e-02
2.640000000000000000e+02,6.468963125000000147e-01,2.387184905816932060e-02
2.570000000000000000e+02,6.474946874999999435e-01,5.853895624281326565e-02
1.750000000000000000e+02,6.592753124999999326e-01,2.360821011746441420e-02
5.500000000000000000e+01,6.894906249999999126e-01,2.100155345358338185e-02
3.930000000000000000e+02,7.022880000000000233e-01,3.098248616155016219e-02
2.560000000000000000e+02,7.225352499999999623e-01,2.312340414931074450e-02
5.900000000000000000e+01,7.366553750000000012e-01,2.047282559805557386e-02
1.740000000000000000e+02,7.449378124999999073e-01,6.187127598153987357e-02
2.460000000000000000e+02,7.454759374999999633e-01,3.748776302166179075e-02
5.700000000000000000e+01,7.515779375000000151e-01,4.752375314506408766e-02
3.430000000000000000e+02,7.610908124999999913e-01,1.189224631289061184e-03
5.400000000000000000e+01,7.903740624999999742e-01,5.104375773661668989e-03
4.310000000000000000e+02,7.962834999999999219e-01,8.312713869323501426e-03
3.280000000000000000e+02,8.058876875000000606e-01,6.847326051487931386e-02
2.390000000000000000e+02,8.151549166666666180e-01,2.871163994907310196e-02
3.940000000000000000e+02,8.167585000000000539e-01,1.209991394999359454e-02
6.400000000000000000e+01,8.181408124999999254e-01,1.664600747765929145e-02
6.000000000000000000e+01,8.305551875000000139e-01,1.086871175482274215e-02
1.970000000000000000e+02,8.377816249999999743e-01,4.996793468018725579e-03
3.630000000000000000e+02,8.485562499999999009e-01,9.496994728105079622e-03
4.350000000000000000e+02,8.527065000000000339e-01,4.794507763864149820e-03
1.700000000000000000e+02,8.536924999999999653e-01,2.420738701615750277e-02
1.220000000000000000e+02,8.607399374999999964e-01,1.120166228725519991e-02
2.070000000000000000e+02,8.637762499999999122e-01,1.562059691633242405e-03
1.980000000000000000e+02,8.664491874999999954e-01,7.243311735016471839e-03
4.060000000000000000e+02,8.708385000000000709e-01,1.956615145953047308e-02
2.440000000000000000e+02,8.779599375000000094e-01,1.636934909277430739e-02
2.450000000000000000e+02,8.828227499999999894e-01,3.978852511470645087e-03
3.450000000000000000e+02,8.832623750000000440e-01,2.158501633592011491e-03
3.470000000000000000e+02,8.858871249999999975e-01,5.431249378624447739e-03
1.310000000000000000e+02,8.863392500000000229e-01,1.456578141467602776e-02
4.240000000000000000e+02,8.897289999999999921e-01,7.423922013293500315e-03
8.400000000000000000e+01,8.903597999999999235e-01,6.533611910841182792e-03
9.400000000000000000e+01,8.905030624999999977e-01,2.695394452256294742e-03
1.820000000000000000e+02,8.905396249999999458e-01,2.403074703107556734e-02
1.320000000000000000e+02,8.922288124999999681e-01,5.029370426250998061e-03
3.170000000000000000e+02,9.010839999999999961e-01,1.186602613908353983e-02
2.630000000000000000e+02,9.051303124999998673e-01,1.776705634979611551e-02
3.650000000000000000e+02,9.094950000000000534e-01,3.859648776954858768e-03
3.540000000000000000e+02,9.100894999999999957e-01,3.747212412453080569e-03
1.000000000000000000e+00,9.101073124999998765e-01,3.742360951707608685e-03
3.820000000000000000e+02,9.122781999999999281e-01,6.290563441304818960e-03
1.070000000000000000e+02,9.141691874999999801e-01,1.691638292767162592e-03
8.600000000000000000e+01,9.157945000000000668e-01,6.165270537778734343e-03
4.050000000000000000e+02,9.169779375000000066e-01,1.285616669670816732e-02
2.620000000000000000e+02,9.183282500000000681e-01,1.599860804022113642e-02
3.350000000000000000e+02,9.196860000000000035e-01,2.213527094985228913e-02
9.300000000000000000e+01,9.200555000000000261e-01,6.437108190880645904e-03
3.810000000000000000e+02,9.206015000000000725e-01,4.911210146969619689e-03
5.100000000000000000e+01,9.207408750000000142e-01,4.270740535543326132e-03
2.510000000000000000e+02,9.219213333333332594e-01,4.643484633909746549e-03
4.700000000000000000e+01,9.225974999999999593e-01,3.683058775619018569e-03
1.250000000000000000e+02,9.227137499999999992e-01,3.750765569595298533e-03
1.870000000000000000e+02,9.231914999999999427e-01,1.158684808521219176e-02
4.380000000000000000e+02,9.243829374999998905e-01,7.596008778136752529e-03
1.840000000000000000e+02,9.255965000000000442e-01,6.939684202436562088e-03
8.500000000000000000e+01,9.264973749999999564e-01,9.599462273562975670e-03
3.800000000000000000e+01,9.265565000000001161e-01,4.960984110399170588e-03
3.300000000000000000e+01,9.295826875000000600e-01,5.313416843266118884e-03
1.890000000000000000e+02,9.308811249999999760e-01,4.991209250170895208e-03
3.660000000000000000e+02,9.312739999999999352e-01,5.484481238122144650e-03
1.160000000000000000e+02,9.319924999999998905e-01,5.050839548899795951e-03
1.760000000000000000e+02,9.327808125000000006e-01,2.057901625121377406e-03
2.310000000000000000e+02,9.339966874999998669e-01,3.283800373443626196e-03
2.000000000000000000e+01,9.346563749999999837e-01,2.377478561972843404e-03
4.340000000000000000e+02,9.347221249999999593e-01,1.959458648438143838e-02
3.620000000000000000e+02,9.359363750000000426e-01,1.165991009634043812e-02
1.620000000000000000e+02,9.386565000000000047e-01,9.970008285003514967e-04
3.900000000000000000e+01,9.386953571428572340e-01,1.016735242675580013e-02
2.250000000000000000e+02,9.403306666666666480e-01,3.458741844428465505e-03
1.340000000000000000e+02,9.422223125000001032e-01,3.927169829895557109e-03
3.600000000000000000e+02,9.426562499999999734e-01,1.032489725977995404e-02
3.230000000000000000e+02,9.428686875000000800e-01,1.229262103010764261e-03
2.170000000000000000e+02,9.453646875000000227e-01,2.166874340613706568e-03
1.180000000000000000e+02,9.487538333333332963e-01,2.949181555697839158e-02
1.520000000000000000e+02,9.489384285714285161e-01,9.723843342580611908e-04
2.090000000000000000e+02,9.489523124999998949e-01,1.003268942897793392e-02
1.130000000000000000e+02,9.491487499999999855e-01,2.741906252362074931e-03
1.790000000000000000e+02,9.492055624999999885e-01,2.605474656149318891e-03
4.250000000000000000e+02,9.494588125000000822e-01,2.865339949420651205e-03
4.100000000000000000e+01,9.505496874999999068e-01,7.681021120551786985e-03
1.940000000000000000e+02,9.509713124999999989e-01,3.461951302135579580e-03
3.300000000000000000e+02,9.516202499999999453e-01,1.095159726810573594e-03
2.430000000000000000e+02,9.516543124999999881e-01,1.454339402956527109e-03
4.460000000000000000e+02,9.520478750000000989e-01,7.221551096147255620e-03
1.920000000000000000e+02,9.529091249999999125e-01,4.183687900910009090e-03
2.100000000000000000e+02,9.533336000000000032e-01,3.726732952343462298e-03
3.100000000000000000e+02,9.538540624999999329e-01,3.698381128920865454e-03
2.080000000000000000e+02,9.539508749999999759e-01,3.263829842472318679e-03
2.790000000000000000e+02,9.545804999999999430e-01,1.522627285000676843e-03
3.590000000000000000e+02,9.552099999999998925e-01,1.247429275176700422e-03
2.190000000000000000e+02,9.553654166666666336e-01,2.381802656868039700e-03
1.480000000000000000e+02,9.558398750000000055e-01,1.336861244437445584e-02
3.370000000000000000e+02,9.558487142857143848e-01,1.098943089987604142e-02
4.390000000000000000e+02,9.560128750000000952e-01,2.537160708166453539e-03
3.110000000000000000e+02,9.567936875000000452e-01,1.835663739504602701e-03
1.360000000000000000e+02,9.571709999999999940e-01,3.350385239144717912e-03
3.270000000000000000e+02,9.572976875000001051e-01,3.544124702974561000e-03
2.370000000000000000e+02,9.580893749999999098e-01,5.114806749179310339e-04
2.020000000000000000e+02,9.583013571428572464e-01,1.986090911358780360e-03
1.530000000000000000e+02,9.599492142857143362e-01,1.051613609662508698e-03
1.830000000000000000e+02,9.602922499999999584e-01,8.655086879225278289e-04
2.180000000000000000e+02,9.603569375000000630e-01,7.360206772660252833e-03
1.010000000000000000e+02,9.608016428571428680e-01,2.725853589089017887e-03
3.520000000000000000e+02,9.615216875000001107e-01,8.049014363603909303e-03
2.470000000000000000e+02,9.615580624999999770e-01,8.349709720419144776e-03
1.350000000000000000e+02,9.623645714285713471e-01,3.754302522903634181e-03
3.580000000000000000e+02,9.627948333333332664e-01,9.761669717352519995e-03
3.560000000000000000e+02,9.628267500000000645e-01,1.219851721428725231e-03
3.090000000000000000e+02,9.628636250000000008e-01,1.489879719329477653e-03
8.300000000000000000e+01,9.629022857142857106e-01,5.330405906822933450e-03
1.100000000000000000e+01,9.638385833333332764e-01,1.145400370748405824e-02
4.270000000000000000e+02,9.651891249999999811e-01,3.460260940411981519e-03
3.950000000000000000e+02,9.656469999999999221e-01,6.308386236294681766e-03
4.000000000000000000e+00,9.661629375000000408e-01,8.685688062718488825e-03
1.400000000000000000e+02,9.671120625000000359e-01,9.853080285816820036e-04
1.850000000000000000e+02,9.683761250000000320e-01,2.105798469838907668e-03
2.920000000000000000e+02,9.686700624999999842e-01,2.558230183464226329e-03
3.100000000000000000e+01,9.691809374999998949e-01,1.416444800252793929e-03
1.490000000000000000e+02,9.692716000000001220e-01,1.910572358251655910e-03
4.900000000000000000e+01,9.694564375000001011e-01,1.778791699393793800e-03
3.130000000000000000e+02,9.700031874999999193e-01,5.877270815976490780e-03
3.150000000000000000e+02,9.708051874999999997e-01,4.087010720728512757e-03
2.500000000000000000e+01,9.712286875000000208e-01,2.595077633456864975e-03
1.990000000000000000e+02,9.716606249999999445e-01,1.377613885753469023e-03
3.740000000000000000e+02,9.717400625000000014e-01,1.526283329520296619e-02
1.140000000000000000e+02,9.720636874999999399e-01,1.170320544152430448e-02
3.210000000000000000e+02,9.730185000000000084e-01,4.439488961039250899e-03
1.680000000000000000e+02,9.734040000000000470e-01,2.403547542650483378e-03
3.910000000000000000e+02,9.734842499999999399e-01,3.656964009800348645e-04
3.710000000000000000e+02,9.741536250000000230e-01,1.633872914466608962e-03
5.200000000000000000e+01,9.741886000000000712e-01,4.130471142045254174e-03
3.500000000000000000e+01,9.742593571428572741e-01,1.765616697333982242e-03
2.810000000000000000e+02,9.748353749999999485e-01,1.054459908035111941e-03
4.130000000000000000e+02,9.752809000000001172e-01,6.571442594976992409e-03
3.320000000000000000e+02,9.752952500000000580e-01,2.000554065842472841e-03
3.340000000000000000e+02,9.767199999999999216e-01,9.136952929302669807e-03
8.800000000000000000e+01,9.778715000000000046e-01,3.957343891089776071e-03
1.200000000000000000e+01,9.780404374999999151e-01,3.450666460068725627e-02
1.080000000000000000e+02,9.792820625000000501e-01,6.553194872863220971e-03
3.500000000000000000e+02,9.804131874999999496e-01,2.356213059973437472e-03
2.530000000000000000e+02,9.814224375000000222e-01,3.551597679223918516e-03
3.640000000000000000e+02,9.822778750000000780e-01,1.766194679554479756e-03
2.680000000000000000e+02,9.824473750000000116e-01,1.351654279648742841e-03
7.300000000000000000e+01,9.826624999999999943e-01,4.684052218037324487e-03
9.200000000000000000e+01,9.842079999999999718e-01,1.938131982493560305e-03
1.120000000000000000e+02,9.842651000000000039e-01,2.298420573209246798e-03
3.690000000000000000e+02,9.844184375000000209e-01,1.411899767240645245e-03
2.110000000000000000e+02,9.845140999999999476e-01,1.077288767818794686e-02
9.700000000000000000e+01,9.847935000000000993e-01,1.958773582349185825e-03
3.190000000000000000e+02,9.849892499999999274e-01,2.155673782477646790e-03
4.190000000000000000e+02,9.853085624999999848e-01,2.139156729186628744e-03
3.220000000000000000e+02,9.853215625000000255e-01,3.526904433992349413e-03
3.920000000000000000e+02,9.857286249999999139e-01,1.177703300776042307e-03
2.660000000000000000e+02,9.857869374999999046e-01,1.191659896676412886e-03
2.600000000000000000e+02,9.863616250000000196e-01,1.909657330289074887e-03
2.950000000000000000e+02,9.868003749999999519e-01,1.411310667229844114e-03
2.400000000000000000e+02,9.870332500000000842e-01,1.313860988273033532e-03
4.280000000000000000e+02,9.875668749999999552e-01,3.050986373648577679e-03
3.990000000000000000e+02,9.877612857142857861e-01,7.001297804985655467e-03
2.200000000000000000e+02,9.887752142857143545e-01,6.598445762159454997e-03
1.770000000000000000e+02,9.891946666666666665e-01,1.708166568146406118e-03
2.060000000000000000e+02,9.894218124999999420e-01,9.805631805694439967e-04
1.500000000000000000e+01,9.900164999999999660e-01,3.239566869316359062e-03
2.130000000000000000e+02,9.906540000000001456e-01,6.963953099525943199e-03
1.710000000000000000e+02,9.908639999999999670e-01,1.384812621062018892e-03
4.370000000000000000e+02,9.913078749999999495e-01,1.635469999890046267e-02
4.600000000000000000e+01,9.913801875000000097e-01,2.117172415683740531e-03
1.170000000000000000e+02,9.917215000000000336e-01,4.293622788740496937e-03
3.400000000000000000e+01,9.918836428571429220e-01,9.591242422950242361e-03
1.650000000000000000e+02,9.929212499999999775e-01,2.793303581436412057e-03
1.430000000000000000e+02,9.932319374999999395e-01,1.755620351100962593e-03
3.700000000000000000e+01,9.933096249999999738e-01,4.208935059457746472e-03
3.000000000000000000e+01,9.947507857142857679e-01,3.210070843709018646e-03
2.410000000000000000e+02,9.948611874999999660e-01,1.497925458236713629e-02
2.400000000000000000e+01,9.949917500000000636e-01,4.116177933362520787e-04
2.980000000000000000e+02,9.952018750000000136e-01,1.496657544549287152e-03
2.210000000000000000e+02,9.963102142857142018e-01,1.091336331180302191e-03
4.090000000000000000e+02,9.963428750000000722e-01,2.639195643343188527e-02
1.600000000000000000e+02,9.963859999999998829e-01,8.089105743810421105e-04
4.260000000000000000e+02,9.964415625000000443e-01,1.516379987294271502e-03
1.300000000000000000e+01,9.972556250000000899e-01,6.770513544939990407e-03
1.690000000000000000e+02,9.982565625000000553e-01,4.937864959043219114e-04
1.050000000000000000e+02,9.984623750000000131e-01,3.354814189528746229e-03
4.360000000000000000e+02,9.987666250000000190e-01,8.248270614088646507e-03
3.050000000000000000e+02,9.990339166666665216e-01,2.771678847750530875e-03
6.700000000000000000e+01,9.991674999999999862e-01,8.280392679532256120e-03
8.000000000000000000e+00,1.000014437499999964e+00,2.954133451842689845e-03
3.240000000000000000e+02,1.000090000000000146e+00,1.954315823774848988e-03
1.300000000000000000e+02,1.000313124999999914e+00,1.366067680829087657e-03
3.460000000000000000e+02,1.000834785714285635e+00,3.471306008870295948e-03
1.540000000000000000e+02,1.001097687499999944e+00,3.939643377645221135e-03
4.290000000000000000e+02,1.001203874999999854e+00,3.991903452131731998e-03
2.260000000000000000e+02,1.001834857142857249e+00,1.836522895753303500e-03
9.900000000000000000e+01,1.002275699999999992e+00,1.023089878737943638e-02
2.160000000000000000e+02,1.002767374999999905e+00,2.033904789294671295e-03
2.710000000000000000e+02,1.002898999999999985e+00,1.584714722163825789e-03
7.800000000000000000e+01,1.003282999999999925e+00,2.666425655627435633e-03
1.420000000000000000e+02,1.003462071428571578e+00,3.695113907245360305e-03
1.230000000000000000e+02,1.003858625000000115e+00,2.877616919139890442e-03
2.200000000000000000e+01,1.003936937499999793e+00,3.448379140304763581e-03
1.090000000000000000e+02,1.004170166666666697e+00,1.117679911599890087e-03
2.360000000000000000e+02,1.004492124999999847e+00,4.474969810837120185e-03
4.800000000000000000e+01,1.004496437500000061e+00,7.051036512924955223e-04
5.000000000000000000e+00,1.005673124999999946e+00,1.268601384720486214e-03
7.900000000000000000e+01,1.005770500000000123e+00,2.273900401849738521e-03
3.510000000000000000e+02,1.005874125000000063e+00,6.377068258979149383e-03
2.740000000000000000e+02,1.006264187500000018e+00,1.399400658587379807e-03
4.330000000000000000e+02,1.006288749999999954e+00,1.179894682165966635e-03
1.030000000000000000e+02,1.006482999999999794e+00,2.204946743288161218e-03
2.970000000000000000e+02,1.006754812500000096e+00,1.807672529110515569e-04
3.060000000000000000e+02,1.007085374999999949e+00,2.713820275112212559e-03
3.380000000000000000e+02,1.007329857142857055e+00,2.284753368410458868e-03
3.780000000000000000e+02,1.007548000000000110e+00,1.144110421172395316e-02
1.190000000000000000e+02,1.007924928571428458e+00,3.823470234889802307e-03
3.040000000000000000e+02,1.008017500000000011e+00,2.592791756422554474e-03
2.880000000000000000e+02,1.008171900000000010e+00,5.358102666676867881e-02
1.460000000000000000e+02,1.008311812499999904e+00,4.049626445534697423e-03
3.830000000000000000e+02,1.008891812499999929e+00,9.784661145625962730e-04
3.030000000000000000e+02,1.009458687500000007e+00,1.030411037543650437e-03
